color1,fabric1,category1,image1,color2,fabric2,category2,image2,result
1,7,2,2023_57027128_OR.jpg,10,1,2,2023_57030409_99.jpg,1
1,4,3,2024_67040262_01.jpg,10,4,3,2019_53093739_99.jpg,0
10,4,7,2023_47021252_99.jpg,10,4,7,2023_47045949_99.jpg,0
10,3,1,2019_57035910_99.jpg,10,4,4,2023_47055950_PL.jpg,0
1,4,4,2023_47035852_OR.jpg,1,3,6,2023_57031151_01.jpg,1
10,4,3,2023_57072509_99.jpg,7,3,1,2023_57014034_43.jpg,0
10,5,1,2019_53005774_99.jpg,4,1,5,2019_53087661_70.jpg,1
10,4,3,2023_57096020_99.jpg,10,4,7,2023_57086313_95.jpg,1
10,4,7,2023_57004791_99.jpg,1,4,4,2019_53093787_OR.jpg,0
1,4,4,2019_53080809_OR.jpg,8,3,1,2023_57085809_52.jpg,0
10,4,7,2023_57042511_99.jpg,4,1,1,2023_57075789_77.jpg,1
4,4,3,2019_57037651_77.jpg,1,4,4,2019_57005930_OR.jpg,1
8,3,2,2023_57069100_52.jpg,8,7,2,2023_47083267_TM.jpg,0
10,1,2,2023_57016019_92.jpg,4,1,5,2019_51043731_70.jpg,0
1,4,4,2019_53073754_OR.jpg,10,4,7,2023_57002521_99.jpg,0
10,4,3,2023_57002513_99.jpg,10,4,4,2023_57050294_PL.jpg,1
9,1,1,2023_57025812_30.jpg,3,4,7,2019_53020589_28.jpg,0
1,4,4,2019_53073754_OR.jpg,10,3,1,2023_57010282_94.jpg,0
10,6,5,2023_57085134_99.jpg,10,4,3,2019_53013788_99.jpg,0
1,4,4,2019_53030691_OR.jpg,9,4,7,2019_53060637_30.jpg,0
10,3,1,2019_53025772_99.jpg,1,4,7,2019_53050632_08.jpg,0
10,4,3,2019_53065769_99.jpg,10,7,2,2019_53023736_TN.jpg,0
10,4,4,2023_57004061_PL.jpg,1,1,1,2019_53053766_02.jpg,0
10,4,7,2023_57020041_99.jpg,10,5,1,2023_57013806_99.jpg,1
10,4,3,2023_57056013_92.jpg,10,1,2,2019_51033029_99.jpg,0
1,3,1,2023_57050230_01.jpg,10,4,3,2024_67000260_99.jpg,0
4,4,4,2019_53050682_70.jpg,1,4,4,2023_57084028_OR.jpg,0
10,4,7,2023_57020041_99.jpg,10,1,2,2023_57084783_99.jpg,0
10,4,4,2023_57086003_PL.jpg,1,4,4,2019_43090723_OR.jpg,0
10,4,3,2023_57056013_92.jpg,10,6,2,2023_57075967_99.jpg,1
1,5,1,2019_57045915_05.jpg,1,4,4,2023_57040079_08.jpg,0
1,4,7,2023_47067662_08.jpg,10,4,3,2023_57074782_99.jpg,0
1,4,4,2023_57091175_OR.jpg,10,4,7,2023_57004433_99.jpg,0
10,4,3,2023_57010046_99.jpg,1,3,1,2023_57050230_01.jpg,1
10,4,4,2023_57040057_PL.jpg,10,4,3,2023_57074417_99.jpg,0
10,4,7,2023_57025804_99.jpg,10,1,2,2023_57016019_92.jpg,1
10,4,3,2023_57010006_99.jpg,1,4,4,2019_53080716_OR.jpg,0
1,1,1,2019_57055930_02.jpg,9,1,5,2019_57095782_30.jpg,1
1,4,4,2023_57012527_OR.jpg,8,7,2,2023_47087124_DC.jpg,0
1,4,4,2023_57050294_OR.jpg,10,4,7,2023_57040158_99.jpg,0
10,4,3,2023_57050111_PL.jpg,8,7,5,2023_57040291_TM.jpg,0
3,4,7,2019_53060603_28.jpg,7,1,2,2019_53095759_49.jpg,0
7,4,3,2019_57005553_43.jpg,1,5,1,2019_57007692_05.jpg,1
1,4,4,2023_57050336_OR.jpg,3,4,8,2023_57030034_20.jpg,1
10,4,7,2023_57014424_99.jpg,8,7,6,2023_57053805_TM.jpg,1
1,4,4,2019_53021098_OR.jpg,9,1,6,2019_53060802_37.jpg,0
10,4,4,2023_57092523_PL.jpg,10,4,3,2019_53000658_99.jpg,0
1,4,4,2019_57005933_OR.jpg,10,4,4,2023_57016021_PL.jpg,0
1,4,4,2019_57005913_OR.jpg,10,1,5,2019_57077686_99.jpg,1
1,4,4,2019_43005802_OR.jpg,1,4,3,2019_53030636_07.jpg,0
1,4,3,2019_53060518_02.jpg,8,4,4,2019_43063738_46.jpg,1
1,4,7,2023_47003773_01.jpg,1,4,3,2023_57020012_01.jpg,1
1,4,4,2019_43073737_OR.jpg,1,4,4,2019_43003754_OR.jpg,1
10,4,3,2023_57010037_99.jpg,1,4,4,2023_57040376_OR.jpg,1
1,4,7,2019_53030587_01.jpg,10,1,2,2019_53080599_99.jpg,1
9,4,3,2023_57026009_30.jpg,8,7,2,2023_57000163_DC.jpg,0
8,7,2,2019_57069076_TO.jpg,10,4,3,2020_67050573_99.jpg,1
1,4,4,2019_53033776_OR.jpg,1,4,4,2019_57005937_OR.jpg,0
1,4,4,2019_53091158_OR.jpg,1,4,4,2019_53080809_OR.jpg,1
1,1,1,2023_47095651_02.jpg,9,3,5,2023_57010277_35.jpg,1
1,1,5,2019_51085029_02.jpg,4,4,3,2019_57075782_77.jpg,1
1,7,2,2023_57050161_01.jpg,1,4,8,2019_53070616_07.jpg,0
10,4,3,2023_57020047_99.jpg,10,4,7,2023_47095848_99.jpg,0
1,1,1,2019_51005038_02.jpg,1,4,4,2019_53021099_OR.jpg,1
1,4,4,2019_53003778_OR.jpg,1,4,7,2019_53090517_08.jpg,1
1,4,3,2019_53060518_02.jpg,9,4,4,2019_53053763_30.jpg,1
1,7,2,2019_53023736_05.jpg,1,4,7,2019_53090517_08.jpg,1
1,4,4,2019_53080809_OR.jpg,1,4,7,2019_53050624_01.jpg,1
10,4,3,2023_57012511_99.jpg,8,1,1,2023_47005869_50.jpg,1
1,4,4,2019_53033776_OR.jpg,10,4,3,2019_53065769_99.jpg,1
8,4,4,2019_43063738_46.jpg,1,4,4,2019_43003754_OR.jpg,1
10,4,4,2019_57005952_PL.jpg,9,4,3,2019_53075776_CG.jpg,1
10,7,2,2023_57093802_TN.jpg,10,7,2,2023_57040169_TN.jpg,0
1,4,8,2019_53003784_02.jpg,10,4,3,2019_53063786_99.jpg,0
10,4,4,2023_57086003_PL.jpg,10,4,3,2024_67050277_99.jpg,1
1,4,3,2023_57046024_08.jpg,1,4,7,2023_57050088_02.jpg,1
10,5,2,2023_57065802_96.jpg,1,4,7,2019_53050624_01.jpg,0
10,4,3,2023_57043797_99.jpg,10,4,4,2023_57083273_PL.jpg,1
1,4,4,2019_53003778_OR.jpg,9,4,8,2019_57034381_33.jpg,1
8,4,7,2023_57075148_TM.jpg,5,4,3,2023_57002512_80.jpg,0
9,4,3,2023_57085804_CU.jpg,7,3,1,2023_57077736_43.jpg,1
10,4,7,2023_47005921_99.jpg,1,1,6,2023_57047736_08.jpg,0
1,4,4,2019_53050829_OR.jpg,9,4,3,2019_53090511_CU.jpg,1
10,4,3,2019_53045763_99.jpg,9,3,1,2023_57072001_35.jpg,0
1,3,1,2019_51000640_02.jpg,10,4,7,2019_53003751_99.jpg,0
1,1,1,2023_57040251_02.jpg,10,3,2,2023_57063811_99.jpg,1
10,4,3,2019_53020585_99.jpg,1,4,4,2023_57036004_OR.jpg,0
8,7,2,2019_53025026_52.jpg,10,4,7,2023_57002518_99.jpg,0
1,7,2,2019_53000588_02.jpg,8,7,2,2019_53010582_TO.jpg,0
1,4,4,2023_57024031_OR.jpg,10,3,1,2023_57004410_99.jpg,0
8,4,7,2019_53033778_50.jpg,8,1,2,2023_57040267_52.jpg,0
8,1,2,2019_53050600_69.jpg,10,4,3,2023_57092893_PL.jpg,0
8,4,3,2023_57030449_52.jpg,10,4,3,2023_57055147_99.jpg,0
1,4,4,2019_43030715_OR.jpg,1,5,1,2019_53030647_07.jpg,1
10,4,4,2020_67040073_90.jpg,10,4,3,2020_67020576_99.jpg,1
9,4,3,2023_57072508_31.jpg,1,4,4,2019_53073754_OR.jpg,0
1,4,7,2019_43085744_08.jpg,10,4,3,2019_57057700_99.jpg,0
1,4,7,2023_57054422_08.jpg,10,4,7,2019_53005785_99.jpg,0
10,4,4,2023_47055950_PL.jpg,7,4,7,2023_57050184_43.jpg,0
1,4,4,2019_57005937_OR.jpg,9,4,3,2019_53090511_CU.jpg,0
9,4,3,2019_53090511_CU.jpg,1,1,1,2023_57040251_02.jpg,0
10,1,2,2019_51070902_99.jpg,10,4,4,2023_47004026_PL.jpg,0
1,5,1,2019_57085939_05.jpg,1,1,2,2019_53005741_09.jpg,0
10,5,1,2023_57094781_99.jpg,10,5,2,2023_57061180_99.jpg,1
2,4,8,2019_53093777_17.jpg,10,4,7,2019_53070521_99.jpg,1
10,5,1,2023_57023813_99.jpg,1,4,4,2019_53030691_OR.jpg,0
1,4,3,2019_53040521_07.jpg,1,4,4,2019_53081158_OR.jpg,0
1,4,4,2023_57050118_OR.jpg,10,5,6,2023_57040260_99.jpg,1
1,4,4,2019_53071096_OR.jpg,1,4,4,2019_53021097_OR.jpg,1
1,4,4,2023_57040376_OR.jpg,10,4,7,2023_47085855_99.jpg,1
9,4,3,2019_53090511_CU.jpg,1,4,4,2019_53050803_OR.jpg,1
10,1,2,2019_51005750_99.jpg,10,4,7,2023_57004791_99.jpg,0
1,4,4,2023_57040376_OR.jpg,8,4,8,2023_57050081_52.jpg,0
1,5,1,2019_53003729_05.jpg,1,7,2,2019_53075025_05.jpg,1
1,1,1,2023_57040251_02.jpg,1,1,2,2023_57080490_08.jpg,1
10,7,2,2019_53000591_TN.jpg,3,4,7,2019_53020589_28.jpg,0
1,4,4,2023_57050294_OR.jpg,1,4,4,2019_53021099_OR.jpg,0
10,4,3,2023_57056013_92.jpg,1,3,1,2023_57010282_01.jpg,1
9,4,3,2019_53090511_CU.jpg,10,4,3,2019_53020583_92.jpg,0
1,4,4,2023_57004046_OR.jpg,10,4,3,2023_57096026_99.jpg,1
9,1,2,2019_41041002_37.jpg,1,4,4,2019_53090800_OR.jpg,0
1,4,7,2023_47067662_08.jpg,10,4,4,2020_67040052_PL.jpg,0
10,4,3,2019_53030963_99.jpg,1,4,4,2019_53081158_OR.jpg,1
10,4,7,2023_57042511_99.jpg,1,4,4,2019_53080809_OR.jpg,0
10,4,3,2019_53080805_92.jpg,10,1,2,2019_51041120_99.jpg,1
1,4,4,2019_53193794_OR.jpg,10,4,3,2019_53117744_99.jpg,1
1,4,4,2019_53103798_OR.jpg,9,4,7,2019_57065921_30.jpg,1
10,4,7,2023_57014425_PL.jpg,1,4,4,2019_53000765_OR.jpg,0
10,7,2,2023_57000340_TN.jpg,10,4,3,2023_57010046_99.jpg,1
6,3,1,2023_57074407_68.jpg,8,7,5,2019_53040541_TO.jpg,0
1,4,3,2019_53020585_02.jpg,9,4,4,2019_53050753_32.jpg,1
10,4,3,2019_57007587_99.jpg,8,1,2,2019_53063706_56.jpg,0
1,4,3,2019_53050576_01.jpg,1,4,4,2019_57005954_OR.jpg,1
1,4,4,2019_53080809_OR.jpg,9,4,3,2019_53075776_CG.jpg,1
1,4,4,2019_53030691_OR.jpg,1,4,4,2019_53193794_OR.jpg,1
1,3,1,2023_57010282_01.jpg,8,7,2,2023_57044409_TO.jpg,1
1,4,3,2019_57065784_02.jpg,1,7,2,2019_53000586_07.jpg,1
1,4,4,2019_53030691_OR.jpg,1,4,4,2019_53003761_OR.jpg,0
10,4,4,2023_57006014_PL.jpg,1,4,4,2019_53030691_OR.jpg,0
1,3,1,2019_53083725_01.jpg,10,1,2,2019_57065929_99.jpg,1
10,4,3,2019_53117744_99.jpg,10,3,1,2023_57004409_94.jpg,0
8,4,3,2019_53053760_51.jpg,8,1,2,2019_51033705_69.jpg,1
5,3,2,2023_57098634_85.jpg,1,5,1,2019_53025031_05.jpg,0
1,4,4,2023_47032521_OR.jpg,2,1,6,2023_57040081_10.jpg,1
10,3,6,2023_57050321_99.jpg,10,4,3,2023_57050111_PL.jpg,0
10,5,1,2023_57055794_99.jpg,1,1,1,2023_57033821_02.jpg,0
7,1,6,2019_51000910_43.jpg,1,4,8,2019_53070616_07.jpg,1
1,4,4,2023_57000273_OR.jpg,1,4,4,2023_57010274_OR.jpg,1
1,4,4,2023_57010275_OR.jpg,8,4,3,2019_53095770_52.jpg,0
7,1,5,2019_51053748_45.jpg,1,4,4,2019_53080809_OR.jpg,0
1,5,1,2019_53080544_05.jpg,10,4,3,2023_57022511_PL.jpg,0
10,4,7,2023_57076024_99.jpg,10,4,3,2023_57036012_99.jpg,1
10,4,4,2023_57040274_PL.jpg,10,4,3,2023_57002512_99.jpg,1
8,7,2,2023_57094431_DI.jpg,10,4,3,2023_57022511_PL.jpg,0
1,4,4,2019_43073737_OR.jpg,1,4,4,2019_43053725_OR.jpg,1
10,4,3,2023_57043797_99.jpg,10,4,7,2019_53050548_99.jpg,0
10,4,7,2023_57045798_99.jpg,1,4,7,2023_47015918_09.jpg,0
10,1,2,2023_57033796_99.jpg,10,5,1,2023_57064396_99.jpg,1
9,4,7,2019_53003753_CU.jpg,4,1,6,2019_57095938_70.jpg,1
1,1,2,2023_57034008_05.jpg,1,4,7,2023_57004787_07.jpg,1
9,4,3,2024_67050279_CO.jpg,1,4,4,2019_53080809_OR.jpg,0
1,7,2,2023_47027131_01.jpg,1,1,1,2023_57050275_01.jpg,1
4,5,1,2023_57023815_70.jpg,2,5,1,2019_53015753_15.jpg,0
1,7,2,2019_53020884_01.jpg,10,1,1,2019_57087885_99.jpg,0
10,4,3,2019_53050579_99.jpg,1,1,1,2019_53073755_08.jpg,0
1,3,1,2019_51013791_02.jpg,10,4,7,2019_53023772_99.jpg,1
10,2,5,2023_57046011_99.jpg,10,4,4,2023_57086003_PL.jpg,0
10,4,7,2019_53033761_99.jpg,10,3,1,2023_57037757_99.jpg,0
10,4,7,2019_53003751_99.jpg,10,3,1,2023_57055797_99.jpg,0
1,4,7,2023_57063262_02.jpg,10,1,2,2023_57000365_99.jpg,0
1,4,4,2019_53080809_OR.jpg,1,5,1,2023_57050311_07.jpg,0
1,4,4,2023_57026006_OR.jpg,10,4,3,2023_57072509_99.jpg,1
10,4,3,2023_57017714_99.jpg,9,4,3,2023_47037825_CU.jpg,0
9,4,7,2023_47005921_CU.jpg,9,4,3,2019_53090511_CU.jpg,0
1,4,4,2019_53080828_OR.jpg,10,4,3,2019_53063786_99.jpg,1
1,4,4,2019_53080809_OR.jpg,10,1,2,2019_51005744_99.jpg,1
10,3,2,2023_57076309_99.jpg,4,4,4,2023_47005854_79.jpg,0
1,4,3,2023_57030449_08.jpg,4,4,3,2023_57020434_70.jpg,0
1,1,1,2019_53083025_02.jpg,3,4,4,2019_53030716_26.jpg,1
4,4,3,2023_57084388_78.jpg,9,4,7,2023_57021035_CU.jpg,1
1,4,4,2019_53043037_OR.jpg,1,4,4,2019_53040712_OR.jpg,1
1,4,4,2019_53103798_OR.jpg,10,4,3,2023_57002513_99.jpg,0
10,4,4,2023_57057747_PL.jpg,8,1,1,2019_53070773_56.jpg,0
10,4,3,2019_53043747_99.jpg,8,4,7,2023_57050181_50.jpg,0
1,7,2,2019_53075025_05.jpg,1,3,1,2019_51075762_05.jpg,1
10,4,3,2019_57006707_99.jpg,10,4,7,2019_53093765_99.jpg,1
1,7,2,2019_53075025_05.jpg,5,5,1,2019_53003721_83.jpg,0
1,1,6,2019_53090905_07.jpg,1,5,1,2019_53093037_05.jpg,1
1,4,7,2023_47032878_02.jpg,5,1,6,2023_57000256_88.jpg,1
10,4,7,2019_53015772_99.jpg,8,5,6,2019_57018267_56.jpg,1
10,4,7,2023_57022520_99.jpg,1,5,1,2023_57050311_07.jpg,0
10,3,5,2023_57096312_99.jpg,1,4,4,2019_43073737_OR.jpg,0
10,4,3,2019_57075781_99.jpg,4,4,7,2023_57008280_70.jpg,0
10,3,1,2019_57045943_99.jpg,2,4,3,2019_57085938_10.jpg,0
1,4,4,2019_53073754_OR.jpg,10,4,7,2019_53003751_99.jpg,1
1,4,8,2023_57054763_05.jpg,10,3,2,2023_57064404_99.jpg,1
10,4,7,2023_57050032_99.jpg,10,1,5,2019_53055750_92.jpg,0
1,4,4,2019_53030691_OR.jpg,10,4,7,2019_53013773_99.jpg,1
10,5,1,2019_57054754_99.jpg,10,5,2,2019_57044754_99.jpg,1
1,4,7,2019_53050624_01.jpg,10,4,3,2019_53075779_99.jpg,1
1,1,2,2019_51043050_05.jpg,1,4,4,2023_57000273_OR.jpg,0
1,1,6,2019_53035768_02.jpg,10,3,1,2019_53073774_95.jpg,0
4,4,3,2019_57075782_77.jpg,10,1,5,2019_51053704_99.jpg,0
1,4,4,2023_57050437_OR.jpg,10,1,6,2023_57020766_99.jpg,1
1,4,4,2019_53081158_OR.jpg,1,4,4,2019_53073754_OR.jpg,1
1,4,4,2019_53033776_OR.jpg,9,4,3,2019_53075776_CG.jpg,1
10,3,1,2019_57035910_99.jpg,10,4,7,2023_57085142_99.jpg,0
10,1,2,2019_57019207_99.jpg,10,1,1,2020_67090600_99.jpg,1
1,4,4,2019_53090827_OR.jpg,1,4,4,2019_43060860_03.jpg,1
1,1,1,2019_53075019_02.jpg,1,4,4,2019_53083787_OR.jpg,1
1,3,5,2023_57027718_08.jpg,1,1,1,2019_57006310_01.jpg,0
1,4,4,2019_53091158_OR.jpg,1,4,3,2023_57010037_05.jpg,0
10,4,3,2019_57057700_99.jpg,1,4,3,2023_57062508_08.jpg,0
10,7,2,2023_57047724_99.jpg,1,4,4,2023_57004043_01.jpg,0
10,4,7,2019_53033761_99.jpg,8,7,2,2019_53000591_TM.jpg,1
10,4,7,2019_57075936_99.jpg,1,4,4,2019_53021098_OR.jpg,0
5,5,1,2023_57010458_88.jpg,3,1,6,2023_57020462_20.jpg,1
1,1,1,2023_57010241_01.jpg,10,4,7,2023_57037903_99.jpg,1
10,4,3,2019_53000625_99.jpg,1,4,4,2019_53193794_OR.jpg,0
1,1,2,2023_57000146_08.jpg,10,3,2,2023_57076309_99.jpg,0
1,1,6,2023_57071174_02.jpg,1,4,3,2019_53065762_05.jpg,0
8,7,2,2019_53050873_TM.jpg,1,2,5,2023_57077758_05.jpg,0
8,1,2,2023_57055793_56.jpg,1,1,6,2023_57050010_02.jpg,0
1,5,1,2019_53015038_05.jpg,1,1,2,2019_53040524_09.jpg,1
10,4,7,2023_47054426_99.jpg,10,4,4,2023_57092523_PL.jpg,0
10,4,7,2023_57042511_99.jpg,1,4,4,2019_53080828_OR.jpg,0
7,3,1,2023_57064008_43.jpg,5,1,1,2023_57022894_85.jpg,0
7,1,5,2023_57085990_43.jpg,8,5,1,2020_67030524_56.jpg,0
10,4,3,2023_57056013_92.jpg,1,4,4,2023_57050294_OR.jpg,1
1,4,4,2019_53050803_OR.jpg,1,4,4,2019_53090827_OR.jpg,1
1,7,2,2019_57064001_02.jpg,10,4,7,2019_53003752_99.jpg,1
10,3,1,2023_47061316_99.jpg,10,1,5,2023_47083258_99.jpg,1
1,1,1,2019_53075019_02.jpg,10,4,4,2023_57050294_PL.jpg,0
10,4,7,2023_57042511_99.jpg,1,7,2,2023_57050292_01.jpg,1
10,7,2,2023_57024405_TN.jpg,8,1,1,2023_57050113_56.jpg,0
1,4,4,2023_47022521_OR.jpg,1,4,7,2019_53070592_08.jpg,0
9,4,3,2019_53090511_CU.jpg,10,1,1,2019_53063792_99.jpg,0
10,4,7,2019_53045770_99.jpg,1,3,1,2019_57088254_02.jpg,1
1,5,1,2019_53005769_05.jpg,9,4,3,2019_53023759_32.jpg,1
10,5,2,2023_57089119_PL.jpg,1,4,4,2023_57010275_OR.jpg,0
10,1,5,2023_47050031_99.jpg,1,1,1,2023_57010241_01.jpg,1
10,4,3,2023_57020047_99.jpg,10,4,7,2023_47084411_99.jpg,1
10,1,5,2023_57096029_99.jpg,10,1,2,2023_57026727_99.jpg,1
1,4,4,2019_53080809_OR.jpg,10,4,7,2023_57042511_99.jpg,0
10,4,3,2019_53000626_99.jpg,10,1,5,2019_53035014_99.jpg,1
10,4,4,2023_57094033_PL.jpg,10,1,2,2023_57016028_91.jpg,0
10,4,7,2023_57064028_99.jpg,8,7,2,2023_57094430_TC.jpg,1
10,1,2,2019_51053024_99.jpg,1,3,1,2019_53083725_01.jpg,0
10,4,7,2023_57031178_99.jpg,10,5,1,2023_57005813_94.jpg,0
1,3,1,2019_53000619_02.jpg,1,1,1,2019_53075744_02.jpg,0
10,5,1,2023_57040459_99.jpg,10,4,3,2023_57095142_99.jpg,1
1,2,5,2019_53053709_07.jpg,1,2,2,2019_53063709_07.jpg,1
2,5,1,2019_53055738_17.jpg,7,1,2,2019_57064753_43.jpg,1
10,4,3,2019_53090733_99.jpg,10,4,4,2023_57092521_PL.jpg,0
10,1,2,2023_57063797_99.jpg,1,4,3,2019_53053785_08.jpg,0
1,4,3,2019_53040578_01.jpg,10,4,7,2023_57030776_99.jpg,0
10,4,3,2023_57050102_99.jpg,10,5,1,2019_53085736_99.jpg,0
8,3,1,2019_57015947_56.jpg,4,4,4,2019_53050682_70.jpg,0
8,7,5,2023_57050344_TC.jpg,9,3,1,2019_51000640_37.jpg,0
1,4,4,2019_53103803_OR.jpg,1,7,2,2019_53075025_05.jpg,1
10,4,4,2023_57002532_PL.jpg,8,4,8,2023_57050081_52.jpg,1
9,3,1,2019_53000885_37.jpg,1,1,5,2019_41057802_02.jpg,1
1,4,7,2019_53023750_01.jpg,1,4,4,2019_53033776_OR.jpg,1
10,4,3,2019_57075781_99.jpg,10,2,5,2019_53093030_99.jpg,0
1,3,1,2023_57062506_01.jpg,10,5,1,2023_57034006_99.jpg,1
9,4,3,2019_43098835_CU.jpg,1,7,2,2019_53000586_01.jpg,1
10,1,1,2019_53063023_92.jpg,10,1,5,2019_53055750_92.jpg,0
10,7,2,2023_57047724_99.jpg,1,4,4,2023_57014041_OR.jpg,0
10,1,2,2023_57046012_92.jpg,10,4,7,2019_53013792_99.jpg,0
1,4,4,2019_53103805_OR.jpg,10,1,6,2019_53075757_99.jpg,1
10,4,3,2019_57006706_99.jpg,10,4,3,2023_57010037_99.jpg,0
10,4,3,2023_57094385_99.jpg,10,4,7,2023_57004439_PL.jpg,1
1,4,4,2019_53091158_OR.jpg,1,4,4,2019_53080809_OR.jpg,1
10,1,2,2019_51080862_99.jpg,8,4,3,2019_53095770_52.jpg,1
10,4,7,2019_53050683_92.jpg,10,4,4,2019_53033764_PL.jpg,1
1,1,6,2023_57050323_05.jpg,1,4,4,2023_47085850_OR.jpg,1
1,4,7,2023_47097821_02.jpg,1,4,7,2019_43013751_08.jpg,0
10,4,4,2023_57086003_PL.jpg,6,1,2,2019_53061101_62.jpg,0
10,4,3,2019_53093047_99.jpg,10,5,1,2023_57040459_99.jpg,0
4,1,2,2023_57097124_79.jpg,1,3,1,2023_57004410_05.jpg,0
1,3,1,2023_57025982_08.jpg,10,1,2,2023_57033811_99.jpg,0
10,4,3,2023_57010037_99.jpg,1,4,4,2019_53033776_OR.jpg,0
1,4,4,2019_53050803_OR.jpg,10,4,7,2019_53060682_99.jpg,0
10,4,4,2023_57040045_PL.jpg,10,4,7,2023_57040042_PL.jpg,1
9,5,1,2023_57007742_37.jpg,1,1,5,2023_57047712_01.jpg,1
8,7,5,2023_47085848_TM.jpg,9,5,1,2023_57025801_31.jpg,0
10,4,3,2019_53075779_99.jpg,1,1,2,2019_51013750_02.jpg,1
10,4,3,2019_57065943_99.jpg,1,4,4,2019_57047881_OR.jpg,1
10,4,3,2023_47064425_99.jpg,1,4,4,2023_57040274_OR.jpg,1
10,4,3,2019_57006707_99.jpg,1,4,3,2023_57093253_01.jpg,0
10,4,3,2023_57022511_PL.jpg,1,5,2,2023_47047131_05.jpg,0
1,4,7,2019_53060511_08.jpg,1,7,1,2019_51035023_05.jpg,0
1,4,4,2023_57000438_OR.jpg,1,7,2,2023_57001100_01.jpg,1
10,4,3,2023_57012518_99.jpg,8,7,2,2023_57020039_TC.jpg,1
1,4,4,2019_43005802_OR.jpg,1,1,5,2023_57067702_02.jpg,0
8,7,2,2019_53020686_TC.jpg,10,4,3,2019_53070809_92.jpg,1
10,4,7,2023_47001196_99.jpg,7,1,6,2019_53040892_45.jpg,0
1,5,1,2019_57058262_08.jpg,1,4,4,2019_53021099_OR.jpg,0
10,4,7,2023_57065149_PL.jpg,10,4,3,2023_57074417_99.jpg,0
1,3,1,2023_57050277_01.jpg,10,4,4,2023_57040274_PL.jpg,0
10,4,3,2023_57002513_99.jpg,8,7,2,2023_57004402_TO.jpg,0
10,5,2,2023_57075793_90.jpg,8,3,1,2023_57074401_56.jpg,0
1,4,4,2019_53033776_OR.jpg,1,4,4,2019_53060830_OR.jpg,1
2,4,3,2019_57016704_15.jpg,10,7,6,2019_53005022_TN.jpg,1
1,5,6,2023_57076026_05.jpg,10,4,4,2023_57036005_PL.jpg,1
1,5,1,2023_57094406_09.jpg,1,4,7,2023_47015923_02.jpg,0
10,3,1,2019_51043741_99.jpg,1,4,4,2019_53021098_OR.jpg,0
1,4,7,2019_53055727_08.jpg,10,3,6,2019_53070966_99.jpg,1
10,4,3,2019_53063786_99.jpg,1,1,1,2023_57057758_05.jpg,0
1,4,4,2023_57002542_OR.jpg,10,4,7,2023_57004431_99.jpg,1
10,1,6,2019_51075034_99.jpg,10,1,5,2019_53063699_99.jpg,1
1,4,3,2023_57062508_08.jpg,1,7,2,2023_57010474_01.jpg,1
1,5,1,2023_57025801_05.jpg,10,1,2,2019_51080862_99.jpg,0
10,4,3,2023_57010038_99.jpg,10,4,7,2023_47005920_99.jpg,1
1,3,1,2023_47074023_01.jpg,8,7,2,2023_57062892_TM.jpg,0
10,1,2,2019_51080862_99.jpg,10,4,4,2020_67020050_PL.jpg,1
10,3,1,2023_57010763_99.jpg,10,4,3,2023_57022511_PL.jpg,0
1,4,4,2019_57037879_OR.jpg,1,4,4,2019_53090827_OR.jpg,0
2,4,8,2019_57085902_18.jpg,1,4,3,2019_53050576_01.jpg,0
2,1,2,2019_53080687_14.jpg,2,5,1,2019_53093036_13.jpg,1
1,4,4,2019_53091158_OR.jpg,9,4,4,2019_53053763_30.jpg,1
1,4,4,2019_53091158_OR.jpg,1,4,4,2023_57002542_OR.jpg,0
5,4,3,2019_57005506_80.jpg,10,3,1,2023_57066031_92.jpg,0
1,4,3,2019_53030636_07.jpg,9,4,4,2019_53053763_30.jpg,1
10,4,4,2023_57016021_PL.jpg,10,4,7,2023_57030776_99.jpg,0
9,4,3,2019_53090511_CU.jpg,1,4,4,2019_53030691_OR.jpg,1
10,4,3,2019_57069212_99.jpg,1,5,1,2019_53077019_05.jpg,1
1,4,4,2019_53043037_OR.jpg,10,4,7,2019_53015777_99.jpg,1
1,4,4,2019_53080716_OR.jpg,1,1,2,2023_57080490_08.jpg,0
8,4,4,2019_43063738_46.jpg,9,4,3,2019_53090511_CU.jpg,1
1,4,7,2019_43013764_01.jpg,1,3,1,2019_51080660_02.jpg,1
1,4,3,2023_57050265_05.jpg,1,1,6,2023_57050306_02.jpg,1
10,4,7,2019_53080920_99.jpg,3,4,3,2019_53073042_28.jpg,1
10,4,3,2019_53020726_99.jpg,1,1,2,2019_57009027_02.jpg,1
8,7,2,2023_57044409_TO.jpg,10,4,3,2023_57083795_99.jpg,1
1,4,3,2019_53095770_01.jpg,1,5,2,2019_53063712_07.jpg,1
1,5,1,2023_57050311_07.jpg,8,3,1,2023_57085809_52.jpg,0
1,4,4,2023_57000276_OR.jpg,1,4,4,2019_53000762_OR.jpg,0
1,4,4,2019_53193794_OR.jpg,2,5,1,2019_53060546_15.jpg,1
10,1,2,2019_51015735_99.jpg,10,4,3,2019_57057700_99.jpg,1
9,4,7,2023_57004786_31.jpg,1,5,1,2023_57095798_05.jpg,1
10,4,7,2019_53050548_99.jpg,10,1,2,2019_51015766_92.jpg,0
10,1,1,2019_51013711_99.jpg,10,3,1,2019_51070804_99.jpg,1
